route_id,route_short_name,route_long_name,hour,mean_headway_minutes,median_headway_minutes,departures
1 1 e a,1,Sandymount - O'Connell Street - Santry,6,12.0,12.0,2
1 1 e a,1,Sandymount - O'Connell Street - Santry,7,10.0,10.0,5
1 1 e a,1,Sandymount - O'Connell Street - Santry,8,8.0,10.0,7
1 1 e a,1,Sandymount - O'Connell Street - Santry,9,6.22,6.0,9
1 1 e a,1,Sandymount - O'Connell Street - Santry,10,6.22,6.0,9
1 1 e a,1,Sandymount - O'Connell Street - Santry,11,6.22,6.0,9
1 1 e a,1,Sandymount - O'Connell Street - Santry,12,6.22,6.0,9
1 1 e a,1,Sandymount - O'Connell Street - Santry,13,6.22,6.0,9
1 1 e a,1,Sandymount - O'Connell Street - Santry,14,6.22,6.0,9
1 1 e a,1,Sandymount - O'Connell Street - Santry,15,6.22,6.0,9
1 1 e a,1,Sandymount - O'Connell Street - Santry,16,6.22,6.0,9
1 1 e a,1,Sandymount - O'Connell Street - Santry,17,6.22,6.0,9
1 1 e a,1,Sandymount - O'Connell Street - Santry,18,6.22,6.0,9
1 1 e a,1,Sandymount - O'Connell Street - Santry,19,8.33,10.0,6
1 1 e a,1,Sandymount - O'Connell Street - Santry,20,10.0,10.0,5
1 1 e a,1,Sandymount - O'Connell Street - Santry,21,10.0,10.0,5
1 1 e a,1,Sandymount - O'Connell Street - Santry,22,10.0,10.0,5
1 1 e a,1,Sandymount - O'Connell Street - Santry,23,10.0,10.0,3
1 11 c a,11,Phoenix Park - Sandyford Business District,6,12.5,10.0,4
1 11 c a,11,Phoenix Park - Sandyford Business District,7,7.14,5.0,7
1 11 c a,11,Phoenix Park - Sandyford Business District,8,9.0,10.0,5
1 11 c a,11,Phoenix Park - Sandyford Business District,9,10.0,10.0,5
1 11 c a,11,Phoenix Park - Sandyford Business District,10,11.0,10.0,5
1 11 c a,11,Phoenix Park - Sandyford Business District,11,11.0,10.0,5
1 11 c a,11,Phoenix Park - Sandyford Business District,12,11.0,10.0,5
1 11 c a,11,Phoenix Park - Sandyford Business District,13,11.0,10.0,5
1 11 c a,11,Phoenix Park - Sandyford Business District,14,11.0,10.0,5
1 11 c a,11,Phoenix Park - Sandyford Business District,15,15.0,15.0,3
1 11 c a,11,Phoenix Park - Sandyford Business District,16,8.33,7.5,6
1 11 c a,11,Phoenix Park - Sandyford Business District,17,7.14,5.0,7
1 11 c a,11,Phoenix Park - Sandyford Business District,18,8.33,7.5,6
1 11 c a,11,Phoenix Park - Sandyford Business District,19,11.25,12.5,4
1 11 c a,11,Phoenix Park - Sandyford Business District,20,15.0,15.0,3
1 11 c a,11,Phoenix Park - Sandyford Business District,21,15.0,15.0,3
1 11 c a,11,Phoenix Park - Sandyford Business District,22,10.0,10.0,5
1 11 c a,11,Phoenix Park - Sandyford Business District,23,10.0,5.0,3
1 11B a,11B,Phoenix Park - Donnybrook,9,2.0,2.0,1
1 11B a,11B,Phoenix Park - Donnybrook,10,10.75,10.0,4
1 11B a,11B,Phoenix Park - Donnybrook,11,10.5,8.5,4
1 11B a,11B,Phoenix Park - Donnybrook,12,7.86,8.0,7
1 11B a,11B,Phoenix Park - Donnybrook,13,7.86,10.0,7
1 11B a,11B,Phoenix Park - Donnybrook,14,9.5,10.0,6
1 11B a,11B,Phoenix Park - Donnybrook,15,8.14,8.0,7
1 11B a,11B,Phoenix Park - Donnybrook,16,9.5,10.0,6
1 11B a,11B,Phoenix Park - Donnybrook,17,10.0,10.0,3
1 120 c a,120,Ashtown Station - Parnell St,6,15.0,15.0,1
1 120 c a,120,Ashtown Station - Parnell St,7,10.0,10.0,5
1 120 c a,120,Ashtown Station - Parnell St,8,10.0,10.0,5
1 120 c a,120,Ashtown Station - Parnell St,9,15.0,15.0,3
1 120 c a,120,Ashtown Station - Parnell St,10,15.0,15.0,3
1 120 c a,120,Ashtown Station - Parnell St,11,15.0,15.0,3
1 120 c a,120,Ashtown Station - Parnell St,12,15.0,15.0,3
1 120 c a,120,Ashtown Station - Parnell St,13,15.0,15.0,3
1 120 c a,120,Ashtown Station - Parnell St,14,15.0,15.0,3
1 120 c a,120,Ashtown Station - Parnell St,15,15.0,15.0,3
1 120 c a,120,Ashtown Station - Parnell St,16,11.25,12.5,4
1 120 c a,120,Ashtown Station - Parnell St,17,9.0,10.0,5
1 120 c a,120,Ashtown Station - Parnell St,18,8.33,7.5,6
1 120 c a,120,Ashtown Station - Parnell St,19,11.0,10.0,5
1 120 c a,120,Ashtown Station - Parnell St,20,11.25,12.5,4
1 120 c a,120,Ashtown Station - Parnell St,21,15.0,15.0,3
1 120 c a,120,Ashtown Station - Parnell St,22,18.33,15.0,3
1 120 c a,120,Ashtown Station - Parnell St,23,30.0,30.0,1
1 122 c a,122,Drimnagh - Ashington,6,13.33,15.0,3
1 122 c a,122,Drimnagh - Ashington,7,6.11,5.0,9
1 122 c a,122,Drimnagh - Ashington,8,5.0,5.0,11
1 122 c a,122,Drimnagh - Ashington,9,5.0,5.0,11
1 122 c a,122,Drimnagh - Ashington,10,5.0,5.0,11
1 122 c a,122,Drimnagh - Ashington,11,5.0,5.0,11
1 122 c a,122,Drimnagh - Ashington,12,5.0,5.0,11
1 122 c a,122,Drimnagh - Ashington,13,5.0,5.0,11
1 122 c a,122,Drimnagh - Ashington,14,4.83,5.0,12
1 122 c a,122,Drimnagh - Ashington,15,3.62,3.5,16
1 122 c a,122,Drimnagh - Ashington,16,3.62,4.0,16
1 122 c a,122,Drimnagh - Ashington,17,4.58,5.0,12
1 122 c a,122,Drimnagh - Ashington,18,6.88,5.0,8
1 122 c a,122,Drimnagh - Ashington,19,6.43,5.0,7
1 122 c a,122,Drimnagh - Ashington,20,11.25,12.5,4
1 122 c a,122,Drimnagh - Ashington,21,15.0,15.0,3
1 122 c a,122,Drimnagh - Ashington,22,15.0,15.0,3
1 122 c a,122,Drimnagh - Ashington,23,15.0,15.0,2
1 13 c a,13,Grange Castle - Harristown,6,7.71,5.0,7
1 13 c a,13,Grange Castle - Harristown,7,4.91,6.0,11
1 13 c a,13,Grange Castle - Harristown,8,7.5,5.5,6
1 13 c a,13,Grange Castle - Harristown,9,10.8,12.0,5
1 13 c a,13,Grange Castle - Harristown,10,7.71,9.0,7
1 13 c a,13,Grange Castle - Harristown,11,7.71,9.0,7
1 13 c a,13,Grange Castle - Harristown,12,7.71,9.0,7
1 13 c a,13,Grange Castle - Harristown,13,7.71,9.0,7
1 13 c a,13,Grange Castle - Harristown,14,7.71,9.0,7
1 13 c a,13,Grange Castle - Harristown,15,7.71,9.0,7
1 13 c a,13,Grange Castle - Harristown,16,7.71,9.0,7
1 13 c a,13,Grange Castle - Harristown,17,9.0,9.0,5
1 13 c a,13,Grange Castle - Harristown,18,15.0,15.0,3
1 13 c a,13,Grange Castle - Harristown,19,15.0,15.0,3
1 13 c a,13,Grange Castle - Harristown,20,15.0,15.0,3
1 13 c a,13,Grange Castle - Harristown,21,15.0,15.0,3
1 13 c a,13,Grange Castle - Harristown,22,15.0,15.0,3
1 13 c a,13,Grange Castle - Harristown,23,15.0,15.0,2
1 130 c a,130,Talbot Street - Castle Avenue,6,13.75,10.0,4
1 130 c a,130,Talbot Street - Castle Avenue,7,5.5,5.0,10
1 130 c a,130,Talbot Street - Castle Avenue,8,5.0,5.0,11
1 130 c a,130,Talbot Street - Castle Avenue,9,5.0,5.0,11
1 130 c a,130,Talbot Street - Castle Avenue,10,4.58,4.5,12
1 130 c a,130,Talbot Street - Castle Avenue,11,4.58,4.5,12
1 130 c a,130,Talbot Street - Castle Avenue,12,4.5,5.0,12
1 130 c a,130,Talbot Street - Castle Avenue,13,6.0,6.0,9
1 130 c a,130,Talbot Street - Castle Avenue,14,6.0,6.0,9
1 130 c a,130,Talbot Street - Castle Avenue,15,6.0,6.0,9
1 130 c a,130,Talbot Street - Castle Avenue,16,4.83,3.0,12
1 130 c a,130,Talbot Street - Castle Avenue,17,3.6,3.0,15
1 130 c a,130,Talbot Street - Castle Avenue,18,3.86,2.0,14
1 130 c a,130,Talbot Street - Castle Avenue,19,8.33,10.0,6
1 130 c a,130,Talbot Street - Castle Avenue,20,7.14,5.0,7
1 130 c a,130,Talbot Street - Castle Avenue,21,6.25,5.0,8
1 130 c a,130,Talbot Street - Castle Avenue,22,6.88,5.0,8
1 130 c a,130,Talbot Street - Castle Avenue,23,10.0,10.0,3
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),6,10.4,11.0,5
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),7,7.14,5.0,7
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),8,6.43,5.0,7
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),9,10.8,12.0,5
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),10,7.71,9.0,7
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),11,6.75,5.5,8
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),12,6.0,5.0,9
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),13,6.0,5.0,9
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),14,6.0,5.0,9
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),15,5.4,4.5,10
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),16,4.92,4.08,11
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),17,5.4,4.5,10
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),18,6.0,5.0,9
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),19,5.56,5.0,9
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),20,7.14,5.0,7
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),21,7.14,5.0,7
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),22,7.14,5.0,7
1 14 c a,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),23,7.5,7.5,4
1 142 e a,142,Portmarnock - UCD (Belfield),7,11.25,10.0,4
1 142 e a,142,Portmarnock - UCD (Belfield),16,15.0,15.0,1
1 142 e a,142,Portmarnock - UCD (Belfield),17,30.0,30.0,1
1 15 c a,15,Ballycullen Road - Clongriffin,0,30.0,30.0,1
1 15 c a,15,Ballycullen Road - Clongriffin,1,30.0,30.0,1
1 15 c a,15,Ballycullen Road - Clongriffin,2,30.0,30.0,1
1 15 c a,15,Ballycullen Road - Clongriffin,3,30.0,30.0,1
1 15 c a,15,Ballycullen Road - Clongriffin,4,29.93,29.93,1
1 15 c a,15,Ballycullen Road - Clongriffin,5,30.0,30.0,1
1 15 c a,15,Ballycullen Road - Clongriffin,6,6.38,5.0,8
1 15 c a,15,Ballycullen Road - Clongriffin,7,3.05,2.0,19
1 15 c a,15,Ballycullen Road - Clongriffin,8,3.18,3.0,17
1 15 c a,15,Ballycullen Road - Clongriffin,9,5.56,5.0,9
1 15 c a,15,Ballycullen Road - Clongriffin,10,7.14,5.0,7
1 15 c a,15,Ballycullen Road - Clongriffin,11,7.13,5.0,7
1 15 c a,15,Ballycullen Road - Clongriffin,12,7.14,5.0,7
1 15 c a,15,Ballycullen Road - Clongriffin,13,7.14,5.0,7
1 15 c a,15,Ballycullen Road - Clongriffin,14,7.12,5.0,7
1 15 c a,15,Ballycullen Road - Clongriffin,15,7.14,5.0,7
1 15 c a,15,Ballycullen Road - Clongriffin,16,6.11,5.0,9
1 15 c a,15,Ballycullen Road - Clongriffin,17,7.13,5.0,7
1 15 c a,15,Ballycullen Road - Clongriffin,18,7.13,5.0,7
1 15 c a,15,Ballycullen Road - Clongriffin,19,15.0,15.0,3
1 15 c a,15,Ballycullen Road - Clongriffin,20,15.0,15.0,3
1 15 c a,15,Ballycullen Road - Clongriffin,21,15.0,15.0,3
1 15 c a,15,Ballycullen Road - Clongriffin,22,15.0,15.0,3
1 15 c a,15,Ballycullen Road - Clongriffin,23,15.0,15.0,3
1 150 c a,150,Rossmore - Hawkins Street,6,8.75,7.5,4
1 150 c a,150,Rossmore - Hawkins Street,7,11.0,10.0,5
1 150 c a,150,Rossmore - Hawkins Street,8,7.86,10.0,7
1 150 c a,150,Rossmore - Hawkins Street,9,10.0,10.0,5
1 150 c a,150,Rossmore - Hawkins Street,10,7.14,5.0,7
1 150 c a,150,Rossmore - Hawkins Street,11,6.11,5.0,9
1 150 c a,150,Rossmore - Hawkins Street,12,6.88,5.0,8
1 150 c a,150,Rossmore - Hawkins Street,13,6.88,5.0,8
1 150 c a,150,Rossmore - Hawkins Street,14,6.88,5.0,8
1 150 c a,150,Rossmore - Hawkins Street,15,6.88,5.0,8
1 150 c a,150,Rossmore - Hawkins Street,16,6.88,5.0,8
1 150 c a,150,Rossmore - Hawkins Street,17,6.88,5.0,8
1 150 c a,150,Rossmore - Hawkins Street,18,6.25,5.0,8
1 150 c a,150,Rossmore - Hawkins Street,19,6.43,5.0,7
1 150 c a,150,Rossmore - Hawkins Street,20,11.0,10.0,5
1 150 c a,150,Rossmore - Hawkins Street,21,10.0,10.0,5
1 150 c a,150,Rossmore - Hawkins Street,22,10.0,10.0,5
1 150 c a,150,Rossmore - Hawkins Street,23,15.0,15.0,2
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),6,12.5,15.0,4
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),7,10.0,10.0,5
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),8,8.33,10.0,6
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),9,10.0,10.0,5
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),10,10.0,10.0,5
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),11,10.0,10.0,5
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),12,10.0,10.0,5
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),13,8.33,10.0,6
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),14,10.0,10.0,5
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),15,10.0,10.0,5
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),16,10.0,10.0,5
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),17,10.0,10.0,5
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),18,10.0,10.0,5
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),19,15.0,15.0,2
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),20,30.0,30.0,1
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),21,30.0,30.0,1
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),22,30.0,30.0,1
1 151 c a,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),23,15.0,15.0,2
1 15A c a,15A,Merrion Square - Limekiln Avenue,6,15.0,15.0,3
1 15A c a,15A,Merrion Square - Limekiln Avenue,7,8.33,7.5,6
1 15A c a,15A,Merrion Square - Limekiln Avenue,8,5.56,5.0,9
1 15A c a,15A,Merrion Square - Limekiln Avenue,9,10.0,10.0,5
1 15A c a,15A,Merrion Square - Limekiln Avenue,10,16.67,20.0,3
1 15A c a,15A,Merrion Square - Limekiln Avenue,11,16.67,20.0,3
1 15A c a,15A,Merrion Square - Limekiln Avenue,12,16.67,20.0,3
1 15A c a,15A,Merrion Square - Limekiln Avenue,13,16.67,20.0,3
1 15A c a,15A,Merrion Square - Limekiln Avenue,14,16.67,20.0,3
1 15A c a,15A,Merrion Square - Limekiln Avenue,15,16.67,20.0,3
1 15A c a,15A,Merrion Square - Limekiln Avenue,16,12.5,12.5,4
1 15A c a,15A,Merrion Square - Limekiln Avenue,17,10.0,10.0,5
1 15A c a,15A,Merrion Square - Limekiln Avenue,18,11.25,12.5,4
1 15A c a,15A,Merrion Square - Limekiln Avenue,19,30.0,30.0,1
1 15A c a,15A,Merrion Square - Limekiln Avenue,20,22.5,22.5,2
1 15A c a,15A,Merrion Square - Limekiln Avenue,21,15.0,15.0,3
1 15A c a,15A,Merrion Square - Limekiln Avenue,22,15.0,15.0,3
1 15A c a,15A,Merrion Square - Limekiln Avenue,23,15.0,15.0,2
1 15B c a,15B,Merrion Square - Stocking Avenue,6,8.83,8.0,6
1 15B c a,15B,Merrion Square - Stocking Avenue,7,4.82,5.0,11
1 15B c a,15B,Merrion Square - Stocking Avenue,8,7.5,7.5,6
1 15B c a,15B,Merrion Square - Stocking Avenue,9,15.0,15.0,3
1 15B c a,15B,Merrion Square - Stocking Avenue,10,15.0,15.0,3
1 15B c a,15B,Merrion Square - Stocking Avenue,11,15.0,15.0,3
1 15B c a,15B,Merrion Square - Stocking Avenue,12,9.0,10.0,5
1 15B c a,15B,Merrion Square - Stocking Avenue,13,9.0,10.0,5
1 15B c a,15B,Merrion Square - Stocking Avenue,14,9.0,10.0,5
1 15B c a,15B,Merrion Square - Stocking Avenue,15,9.0,10.0,5
1 15B c a,15B,Merrion Square - Stocking Avenue,16,9.0,10.0,5
1 15B c a,15B,Merrion Square - Stocking Avenue,17,5.56,5.0,9
1 15B c a,15B,Merrion Square - Stocking Avenue,18,6.43,5.0,7
1 15B c a,15B,Merrion Square - Stocking Avenue,19,11.25,10.0,4
1 15B c a,15B,Merrion Square - Stocking Avenue,20,11.25,10.0,4
1 15B c a,15B,Merrion Square - Stocking Avenue,21,11.25,10.0,4
1 15B c a,15B,Merrion Square - Stocking Avenue,22,11.25,10.0,4
1 15B c a,15B,Merrion Square - Stocking Avenue,23,10.0,10.0,2
1 16 c a,16,Ballinteer - Dublin Airport,5,15.0,15.0,1
1 16 c a,16,Ballinteer - Dublin Airport,6,15.0,15.0,3
1 16 c a,16,Ballinteer - Dublin Airport,7,6.5,6.0,8
1 16 c a,16,Ballinteer - Dublin Airport,8,7.14,5.0,7
1 16 c a,16,Ballinteer - Dublin Airport,9,4.91,5.0,11
1 16 c a,16,Ballinteer - Dublin Airport,10,4.91,6.0,11
1 16 c a,16,Ballinteer - Dublin Airport,11,4.91,6.0,11
1 16 c a,16,Ballinteer - Dublin Airport,12,4.91,6.0,11
1 16 c a,16,Ballinteer - Dublin Airport,13,4.91,6.0,11
1 16 c a,16,Ballinteer - Dublin Airport,14,4.91,6.0,11
1 16 c a,16,Ballinteer - Dublin Airport,15,4.5,5.0,12
1 16 c a,16,Ballinteer - Dublin Airport,16,3.86,3.5,14
1 16 c a,16,Ballinteer - Dublin Airport,17,4.91,6.0,11
1 16 c a,16,Ballinteer - Dublin Airport,18,4.91,6.0,11
1 16 c a,16,Ballinteer - Dublin Airport,19,11.25,12.0,4
1 16 c a,16,Ballinteer - Dublin Airport,20,15.0,15.0,3
1 16 c a,16,Ballinteer - Dublin Airport,21,15.0,15.0,3
1 16 c a,16,Ballinteer - Dublin Airport,22,15.0,15.0,3
1 16 c a,16,Ballinteer - Dublin Airport,23,15.0,15.0,2
1 16D c a,16D,Airport - Beaumont Village - Ballinteer not,7,20.0,20.0,2
1 16D c a,16D,Airport - Beaumont Village - Ballinteer not,8,20.0,20.0,2
1 19 a,19,Parnell Square West - Dublin Airport,4,30.0,30.0,1
1 19 a,19,Parnell Square West - Dublin Airport,5,10.0,10.0,3
1 19 a,19,Parnell Square West - Dublin Airport,6,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,7,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,8,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,9,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,10,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,11,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,12,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,13,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,14,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,15,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,16,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,17,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,18,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,19,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,20,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,21,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,22,10.0,10.0,5
1 19 a,19,Parnell Square West - Dublin Airport,23,10.0,10.0,3
1 23 a,23,Merrion Square - Charlestown SC,5,15.0,15.0,2
1 23 a,23,Merrion Square - Charlestown SC,6,7.14,5.0,7
1 23 a,23,Merrion Square - Charlestown SC,7,7.14,5.0,7
1 23 a,23,Merrion Square - Charlestown SC,8,7.14,5.0,7
1 23 a,23,Merrion Square - Charlestown SC,9,9.17,10.0,6
1 23 a,23,Merrion Square - Charlestown SC,10,6.11,5.0,9
1 23 a,23,Merrion Square - Charlestown SC,11,6.11,5.0,9
1 23 a,23,Merrion Square - Charlestown SC,12,6.11,5.0,9
1 23 a,23,Merrion Square - Charlestown SC,13,6.11,5.0,9
1 23 a,23,Merrion Square - Charlestown SC,14,6.11,5.0,9
1 23 a,23,Merrion Square - Charlestown SC,15,6.11,5.0,9
1 23 a,23,Merrion Square - Charlestown SC,16,6.11,5.0,9
1 23 a,23,Merrion Square - Charlestown SC,17,6.11,5.0,9
1 23 a,23,Merrion Square - Charlestown SC,18,6.11,5.0,9
1 23 a,23,Merrion Square - Charlestown SC,19,6.11,5.0,9
1 23 a,23,Merrion Square - Charlestown SC,20,7.14,5.0,7
1 23 a,23,Merrion Square - Charlestown SC,21,7.14,5.0,7
1 23 a,23,Merrion Square - Charlestown SC,22,7.14,5.0,7
1 23 a,23,Merrion Square - Charlestown SC,23,10.0,5.0,4
1 24 a,24,Merrion Square - Dublin Airport,3,30.0,30.0,1
1 24 a,24,Merrion Square - Dublin Airport,4,13.33,5.0,3
1 24 a,24,Merrion Square - Dublin Airport,5,7.14,5.0,7
1 24 a,24,Merrion Square - Dublin Airport,6,6.88,5.0,8
1 24 a,24,Merrion Square - Dublin Airport,7,7.86,10.0,7
1 24 a,24,Merrion Square - Dublin Airport,8,10.0,10.0,5
1 24 a,24,Merrion Square - Dublin Airport,9,10.0,10.0,5
1 24 a,24,Merrion Square - Dublin Airport,10,10.0,10.0,5
1 24 a,24,Merrion Square - Dublin Airport,11,10.0,10.0,5
1 24 a,24,Merrion Square - Dublin Airport,12,10.0,10.0,5
1 24 a,24,Merrion Square - Dublin Airport,13,10.0,10.0,5
1 24 a,24,Merrion Square - Dublin Airport,14,10.0,10.0,5
1 24 a,24,Merrion Square - Dublin Airport,15,10.0,10.0,5
1 24 a,24,Merrion Square - Dublin Airport,16,10.0,10.0,5
1 24 a,24,Merrion Square - Dublin Airport,17,10.0,10.0,5
1 24 a,24,Merrion Square - Dublin Airport,18,10.0,10.0,5
1 24 a,24,Merrion Square - Dublin Airport,19,9.17,10.0,6
1 24 a,24,Merrion Square - Dublin Airport,20,7.86,10.0,7
1 24 a,24,Merrion Square - Dublin Airport,21,7.86,10.0,7
1 24 a,24,Merrion Square - Dublin Airport,22,6.67,5.0,6
1 24 a,24,Merrion Square - Dublin Airport,23,13.33,10.0,3
1 27 c a,27,Jobstown - Clare Hall,5,10.0,10.0,4
1 27 c a,27,Jobstown - Clare Hall,6,7.14,5.0,7
1 27 c a,27,Jobstown - Clare Hall,7,10.0,10.0,5
1 27 c a,27,Jobstown - Clare Hall,8,10.0,10.0,5
1 27 c a,27,Jobstown - Clare Hall,9,10.0,10.0,5
1 27 c a,27,Jobstown - Clare Hall,10,10.0,10.0,5
1 27 c a,27,Jobstown - Clare Hall,11,7.14,5.0,7
1 27 c a,27,Jobstown - Clare Hall,12,7.14,5.0,7
1 27 c a,27,Jobstown - Clare Hall,13,7.14,5.0,7
1 27 c a,27,Jobstown - Clare Hall,14,7.14,5.0,7
1 27 c a,27,Jobstown - Clare Hall,15,7.14,5.0,7
1 27 c a,27,Jobstown - Clare Hall,16,7.14,5.0,7
1 27 c a,27,Jobstown - Clare Hall,17,7.14,5.0,7
1 27 c a,27,Jobstown - Clare Hall,18,7.14,5.0,7
1 27 c a,27,Jobstown - Clare Hall,19,10.0,10.0,5
1 27 c a,27,Jobstown - Clare Hall,20,10.0,10.0,5
1 27 c a,27,Jobstown - Clare Hall,21,10.0,10.0,5
1 27 c a,27,Jobstown - Clare Hall,22,10.0,10.0,5
1 27 c a,27,Jobstown - Clare Hall,23,15.0,15.0,2
1 27A c a,27A,Blunden Drive - Eden Quay,6,10.0,10.0,2
1 27A c a,27A,Blunden Drive - Eden Quay,7,12.5,15.0,4
1 27A c a,27A,Blunden Drive - Eden Quay,8,10.0,5.0,4
1 27A c a,27A,Blunden Drive - Eden Quay,9,12.5,12.5,4
1 27A c a,27A,Blunden Drive - Eden Quay,10,9.0,5.0,5
1 27A c a,27A,Blunden Drive - Eden Quay,11,10.0,10.0,5
1 27A c a,27A,Blunden Drive - Eden Quay,12,9.0,10.0,5
1 27A c a,27A,Blunden Drive - Eden Quay,13,9.17,10.0,6
1 27A c a,27A,Blunden Drive - Eden Quay,14,11.25,12.5,4
1 27A c a,27A,Blunden Drive - Eden Quay,15,7.86,10.0,7
1 27A c a,27A,Blunden Drive - Eden Quay,16,12.5,15.0,4
1 27A c a,27A,Blunden Drive - Eden Quay,17,7.5,7.5,6
1 27A c a,27A,Blunden Drive - Eden Quay,18,13.75,12.5,4
1 27A c a,27A,Blunden Drive - Eden Quay,19,15.0,15.0,3
1 27A c a,27A,Blunden Drive - Eden Quay,20,15.0,15.0,1
1 27A c a,27A,Blunden Drive - Eden Quay,21,15.0,15.0,1
1 27A c a,27A,Blunden Drive - Eden Quay,23,5.0,5.0,2
1 27B c a,27B,Eden Quay - Harristown,6,7.5,7.5,2
1 27B c a,27B,Eden Quay - Harristown,7,9.0,10.0,5
1 27B c a,27B,Eden Quay - Harristown,8,9.0,10.0,5
1 27B c a,27B,Eden Quay - Harristown,9,9.0,10.0,5
1 27B c a,27B,Eden Quay - Harristown,10,13.33,10.0,3
1 27B c a,27B,Eden Quay - Harristown,11,13.33,10.0,3
1 27B c a,27B,Eden Quay - Harristown,12,13.33,10.0,3
1 27B c a,27B,Eden Quay - Harristown,13,13.33,10.0,3
1 27B c a,27B,Eden Quay - Harristown,14,13.33,10.0,3
1 27B c a,27B,Eden Quay - Harristown,15,13.33,10.0,3
1 27B c a,27B,Eden Quay - Harristown,16,9.0,10.0,5
1 27B c a,27B,Eden Quay - Harristown,17,9.0,10.0,5
1 27B c a,27B,Eden Quay - Harristown,18,9.0,10.0,5
1 27B c a,27B,Eden Quay - Harristown,19,13.33,10.0,3
1 27B c a,27B,Eden Quay - Harristown,20,30.0,30.0,1
1 27B c a,27B,Eden Quay - Harristown,21,30.0,30.0,1
1 27B c a,27B,Eden Quay - Harristown,22,30.0,30.0,1
1 27B c a,27B,Eden Quay - Harristown,23,30.0,30.0,1
1 33 c a,33,Balbriggan - Lower Abbey St,5,5.0,5.0,2
1 33 c a,33,Balbriggan - Lower Abbey St,6,9.0,9.0,1
1 33 c a,33,Balbriggan - Lower Abbey St,7,7.5,5.0,6
1 33 c a,33,Balbriggan - Lower Abbey St,8,17.0,20.0,3
1 33 c a,33,Balbriggan - Lower Abbey St,9,27.5,27.5,2
1 33 c a,33,Balbriggan - Lower Abbey St,10,8.0,8.0,2
1 33 c a,33,Balbriggan - Lower Abbey St,11,20.0,20.0,2
